name,url,remote_support,adaptive_support,duration,test_type
Verify Interactive Process Monitoring,https://www.shl.com/solutions/products/product-catalog/view/verify-interactive-process-monitoring/,Yes,No,18,"A,Remote,Testing"
Virtual Assessment and Development Centers,https://www.shl.com/solutions/products/product-catalog/view/virtual-assessment-and-development-centers/,Yes,No,N/A,"P,Remote,Testing"
Visual Basic for Applications (New),https://www.shl.com/solutions/products/product-catalog/view/visual-basic-for-applications-new/,Yes,No,7,"K,Remote,Testing"
Visual Comparison - UK,https://www.shl.com/solutions/products/product-catalog/view/visual-comparison-uk/,Yes,No,5,"K,Remote,Testing"
Visual Comparison - US,https://www.shl.com/solutions/products/product-catalog/view/visual-comparison-us/,Yes,No,5,"K,Remote,Testing"
VLSI and Embedded Systems (New),https://www.shl.com/solutions/products/product-catalog/view/vlsi-and-embedded-systems-new/,Yes,No,9,"K,Remote,Testing"
What Is The Value - US,https://www.shl.com/solutions/products/product-catalog/view/what-is-the-value-us/,Yes,Yes,5,"K,Remote,Testing"
Workplace Administration Skills (New),https://www.shl.com/solutions/products/product-catalog/view/workplace-administration-skills-new/,Yes,No,12,"K,Remote,Testing"
Workplace Health and Safety (New),https://www.shl.com/solutions/products/product-catalog/view/workplace-health-and-safety-new/,Yes,No,9,"K,Remote,Testing"
WriteX - Email Writing (Customer Service) (New),https://www.shl.com/solutions/products/product-catalog/view/writex-email-writing-customer-service-new/,Yes,No,15,"S,Remote,Testing"
WriteX - Email Writing (Managerial) (New),https://www.shl.com/solutions/products/product-catalog/view/writex-email-writing-managerial-new/,Yes,No,15,"S,Remote,Testing"
WriteX - Email Writing (Sales) (New),https://www.shl.com/solutions/products/product-catalog/view/writex-email-writing-sales-new/,Yes,No,15,"B,S,Remote,Testing"
